ResonceID,wireless.network.dissatisfaction.factor,wireless.network.dissatisfaction.text,wireless.network.feedback,myslice.satisfied,myslice.dissatisfation.factor,myslice.dissatisfation.text,myslice.feedback,video.conferencing.use,zoom.satisfied,zoom.dissatisfaction.factor,zoom.dissatisfaction.text,teams.vid.satisfied,teams.vid.dissatisfaction.factor,teams.vid.dissatisfaction.text,balance.security.usability,security.min.impact.on.work,security.effective.communication,security.know.who.to.talk.to,security.yearly.training,security.feedback,teach.2021-22,teach.platforms,blackboard.satisfied,blackboard.dissatisfation.factor,blackboard.dissatisfation.text,kaltura.satisfied,kaltura.dissatisfation.factor,kaltura.dissatisfation.text,playposit.satisfied,playposit.dissatisfation.factor,playposit.dissatisfation.text,google.suite.satisfied,google.suite.dissatisfation.factor,google.suite.dissatisfation.text,teaching.tools.find.information,teaching.tools.help.support,teaching.tools.communication,teaching.tools.feedback,assistive.tech.use,assistive.tech.use.list,assistive.tech.use.text,syracuse.edu.navigation,syracuse.edu.organization,accessibility.feedback,accessibility.policy.knowlege,accessibility.doc.creation.impact,accessibility.aware.toolkit,accessibility.professional.development,accessibility.feedback,campus.resources.text,it.challenges.text.1,it.challenges.text.2,it.challenges.text.3
885,,,I don't use it. My office computer is hard-wired into the network.,Agree,,,MySlice seems fine to me.,Yes,Agree,,,,,,Strongly Disagree,Disagree,,Agree,Strongly disagree,"Shackling down faculty computers by not automatically giving admin privileges was a years-long and very frustrating fight. In one case, I could not deliver a presentation because I had not yet completely installed a program similar to Zoom that I needed. ",Yes,Blackboard,Somewhat disagree,Ease of use,,,,,,,,,,,,,,,No,,,Somewhat disagree,Somewhat disagree,,Somewhat agree,Disagree,,Disagree,,,,,
886,,,,Strongly agree,,,,Yes,Agree,,,,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,,Yes,Blackboard,Agree,,,,,,,,,,,,Agree,Strongly agree,Somewhat agree,,No,,,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Disagree,Agree,,Help Desk,,,
887,,,,Agree,,,,Yes,Strongly agree,,,Somewhat disagree,"Picture quality,Sound quality",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly agree,Strongly agree,,Strongly agree,Disagree,Strongly agree,Strongly agree,,,,,
888,Stability,,Our unit is located off main campus.  We sometimes have connection issues. Sometimes printing pdfs can take a very long time (hours),Disagree,Platform features,,Constantly getting timed out is frustrating as is switching from the Myslice student home page to the employee home page every time I sign on. The search function is good as there are a couple of things I can't figure out where they live.  Credit card reconciliation is nice that its all online and has a work flow but completing the form takes so much longer. Perhaps its a connectivity problem that I have to wait for every field of a chart string line.  At least in JPMC I could have a list of favorite chart string to choose from that would immediately populate the form.  I know ITS assists with Blackboard but as for Myslice I didn't know about help or support.  The role out of the new Myslice was terrible. Some prior communication could has softened the transition some (maybe).,Yes,Somewhat agree,,,Somewhat agree,,,Agree,Somewhat disagree,Disagree,Somewhat agree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Somewhat agree,It is improved the last few years. When searching for information (that I couldn't find on answers) on the home page I often come across some very old files/information.,Somewhat agree,,,,,Teams,In addition to credit card reconciliation there is having time keeping on Myslice as well as Time Clock Plus.  One platform would be best. ,Completing paper or electronic IDs and Requisitions and then scanning/emailing them.  Also special requisitions created in Myslice that then depends on emails for communications. ,My reports.  I know we are getting a new reporting system which I am happy about since I have never been trained on the old system.  Hopefully there will be sufficient training and advertised support.
889,,,Good up time-- rarely need support. Not sure where I would turn other than WSMHelp for support.,Agree,,,MySlice is easy to use because it is static and rarely changes,Yes,Strongly agree,,,Disagree,"Ease of use,Reliability",,Agree,Agree,,Disagree,,"I discovered my SSN # was stolen this past year when someone filed for an IRS refund using my identity. Still unsure of the breach, but I suspect SU was hacked.",Yes,"Blackboard,Google Suite",Agree,,,,,,,,,Agree,,,Somewhat agree,Somewhat agree,,Blackboard updates the summer of 2021 were NOT well communicated,No,,,Agree,Somewhat disagree,NYSSTLC and Innovation Law Center information should be merged rather than managed as two separate websites,Agree,Agree,Somewhat disagree,,,Both WSMHelp and ITS central work well,ITS call center works well,ITS offices across campus usually send helpful links,"If static links do not work, then personnel at WSOM are helpful"
890,,,N/A,Agree,,,N/A,Yes,Strongly agree,,,Strongly agree,,,Agree,Disagree,Agree,Strongly agree,Strongly agree,N/A,Yes,Blackboard,Strongly agree,,,,,,,,,,,,Agree,Agree,,n/a,No,,,Agree,Agree,n/a,,,,,,"Zoom,Outlook, Blackboard and Teams works well for me. ",Learning how to use the classroom computer setups for sound and other class needs. ,,
891,,,"I can sitting under a router, occasionally drops off in our building ",Strongly disagree,"Ease of use,Platform reliability,Platform features,Information Technology Services support for using/troubleshooting",,"I get booted out of myslice on a regular basis when trying to get people paid. Ask for help and am given a b.s. ""work around."" MySlice is unintuitive.",Yes,Disagree,Ease of use,,Disagree,Ease of use,,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Password change is laborious and it doesn't trickle down to my laptop. I've no idea what the password to install new apps or reinstall apps on this thing.,Yes,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Disagree,I wouldn't know where to start.,No,,,Strongly disagree,Strongly disagree,"It's not intuitive and the individual unit landing pages are a mess. It wants to look east coast, but it's not very sophisticated.",Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,"Not clear, too much to wade through",For the most part the wifi. But not much else is great.,"We don't have ""university"" computing labs. We've students of all over the social cultural economic spectrum that would benefit from a system of computer labs across the Uni.","Other Universities I've worked at: all student computing is handled by the University, not the colleges. The colleges only handled the faculty computing. Less staff, less cost, more efficient. Serious, check it out. We could always count on these labs working for the students as the Uni took care of them. If tehre was a problem, the techs worked two shifts a day, someone showed up and fixed it. Here, the RCM budget model kills efficiency - our ""computing labs"" are a joke; machines of different age and speed, most only for email. We (IT) tell them they have access to machines with software but it's not true. Sure, we're saving money but we come off as second rate.","Some colleges provide whatever software to the students(they get charged for this);  in this college we do it course by course, meaning: when enrolled we get students the software, after the finish the course the software is good for whats left of the year, then its up to the student to re-up, most don't. Basically not everything we've taught them carries on. Why are spending the time?"
892,,,It is somewhat unstable but this seems to have improved in the past year.,Somewhat agree,,,It's not particularly intuitive to navigate. I have learned to find the things I often use but struggle to find items that I need less frequently. ,Yes,Strongly agree,,,Somewhat disagree,"Reliability,Picture quality,Other",Take a lot of processing power and energy,Strongly agree,Agree,Agree,Agree,Somewhat agree,,Yes,Blackboard,Somewhat agree,,,,,,,,,,,,Somewhat disagree,Agree,Agree,,No,,,Somewhat agree,Somewhat agree,The iSchool website does not work well and is not well organized. Syr.edu is better but the search function is not particularly strong. ,Somewhat disagree,Agree,Strongly agree,Somewhat agree,,The security app to manage access to SU online sources work. Teams and OneDrive are cumbersome and doesn't work well on Macs. ,CISCO phone's not needed. Could give people access to make calls via Teams or other existing system. ,Make research computing resources more accessible to research teams. ,
893,,,I have no issues connecting from all locations on campus,Agree,,,,Yes,Strongly agree,,,Strongly agree,,,Strongly agree,Agree,Agree,Strongly agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly agree,Strongly agree,,Strongly agree,Agree,Strongly agree,Agree,,,,,
894,,,,Strongly agree,,,,Yes,Strongly agree,,,Agree,,,Agree,Agree,Agree,Agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,Agree,Somewhat disagree,Somewhat disagree,,I can always call ITS to get support with software or usability issues.,"Hardware issues are the biggest concern. Aged hardware that are still supported, but take longer to repair or maintain, which is no fault of ITS, it's just worn out.",,
895,,,,Somewhat agree,,,,Yes,Somewhat agree,,,Somewhat agree,,,Agree,Somewhat disagree,,Somewhat disagree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,Disagree,Disagree,,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,,,,,
896,,,could be faster; the warehouse has various dead zones; getting guests to log on is tough,Somewhat agree,,,"Why are the tiles sooo huge and the icons sooo ugly? We have designers in VPA that can improve this.
the UI is often misleading, e.g my exam vs. su exam schedule: listed twice only one link works
I appreciate the need for security, but logging in on an ipad with the necessary authentication app takes forever. Have to redo the process everytime the ipad left su wifi and is reconnecting.
it looks like all services are integrated, but, for example, orange success is visually and logically totally different compared to faculty center - that increases the mental load",Yes,Strongly agree,,,Strongly disagree,Ease of use,,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Agree,"why is my computer restarted remotely without warning? 
why am I forced to use the microsoft authenticator app? 
why is microsoft teams link automatically included in an outlook meeting? (people are confused whether meetings are in-person now) 
we need better training to improve MS outlook skills for managing communication and scheduling   
why are our computers so bogged down by the SU specific system configuration?",Yes,"Blackboard,Kaltura,Google Suite",Somewhat disagree,"Ease of use,Platform features",,Agree,,,,,,Strongly agree,,,Strongly disagree,Somewhat agree,Somewhat agree,"The only reason I feel somewhat comfortable using blackboard is because of the ITS intensive SITL workshop. In my humble opinion, every SU instructor should be required to take it. It was so awesome!

Blackboard is very capable, but hard to learn. The new Tiny rich text editor requires a training workshop. I am still scratching the surface in regards to automatically grading exercises.

We are in the warehouse, support is far away. often times the connection of the real classroom and the online teaching is disconnected. (bad displays/projectors, bad audio  (poor microphone), bad video (poor webcam)

e.g. steps needed to include a sketch on the physical whiteboard on Blackboard: 
without any editing
1] take a picture with my personal smartphone
2] upload to cloud
3] download on SU computer
4] upload to blackboard
5] resize in Tiny rich text editor ",No,,,Agree,Somewhat disagree,"searching in answers.syr.edu is painfully bad
I am a visual person. Would love to learn about https://www.syracuse.edu/academics/schools-colleges/ in a visual way",Agree,Disagree,Somewhat agree,Agree,,"google (drive, apps); blackboard (besides its challenges); keyshot network render; DSS; ","disjointedness: would love to take attendance in blackboard- not orange success; one stop shop: the place that I use for content, assignments and grading","if something does not work, have someone to talk to directly;
workshop for a program to improve technology usage","more funds, less rules: to implement new software quickly"
897,"Speed,Stability",,,,,,,Yes,Agree,,,Agree,,,,,,Somewhat disagree,Agree,,Yes,Blackboard,Somewhat agree,,,,,,,,,,,,Somewhat agree,Agree,,,Yes,Other,,Agree,Agree,,Somewhat disagree,,,,,,,,
898,,,I have never had an issue with the campus wireless network. It is great.,Somewhat agree,,,The support of MySlice is great. IT services are beyond helpful. MySlice and the PeopleSoft platform are challenging at best.,Yes,Agree,,,Agree,,,Agree,Agree,Agree,Agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Somewhat agree,Somewhat agree,Agree,Agree,,There is always a person readily available to assist with troubleshooting or fixing issues. I appreciate the human factor.,,,
899,,,"While walking on campus, wifi connection is weak. I also notice that when the connection is very weak near the big bus station on College Place. This is where I have turn my wifi connection off so I can use my cellular data which is much faster.",Agree,,,,Yes,Strongly agree,,,Somewhat disagree,Other,I am not that familiar with it and I prefer Zoom,Agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly agree,Strongly agree,,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,,I can't think of one that works well and that  doesn't give me a headache honestly. ,Outlook is frustratingly slow especially switching between calendar and mail which I do often. How about a different mail server?,Classroom technology- I have to set class up for the Professor I work for and the sound equipment is lacking. The Zoom recording is hard to hear. Even after calling for support nothing has changed. ,Printing some documents. Some documents have to converted to a PDF to be printed as hard copy. This is frustrating and time consuming.
900,,,,Strongly agree,,,,No,,,,,,,Agree,Agree,Agree,Strongly agree,Agree,,No,,,,,,,,,,,,,,,,,,No,,,Agree,Agree,,Agree,,,,,,,,
901,"Ease of connection,Speed,Stability,Information Technology Services support for using/troubleshooting",,,Agree,,,,Yes,Agree,,,Agree,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,,No,,,,,,,,,,,,,,,,,,No,,,,,,Disagree,Disagree,Disagree,Disagree,,,,,
902,,,It's a little hard to connect the wifi at times.  It would be nice to have to just use NETID and password to join.  ,Strongly agree,,,,Yes,Agree,,,Agree,,,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,No,,,,,,,,,,,,,,,,,,No,,,Strongly agree,Agree,,Strongly agree,,,,,,Software accessibility standards are sometimes a hurdle for things that are not sensible such as video editing software. The IT Director level should be able to provide software to users that need it.   ,,
903,,,I have not been dissatisfied with my limited use of the service. ,Agree,,,,Yes,Somewhat agree,,,,,,Somewhat agree,Agree,,Agree,,,No,,,,,,,,,,,,,,,,,,No,,,Somewhat agree,Somewhat agree,The application has changed over the years I have been here and each time requires a learning curve. I have been able to adjust without assistance.,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,,"The 'Answers' element, and MySlice.",The hardware available to me is old. Buy new computers for staff and student workstations.,Availability of software that would be beneficial to my position. ,
904,,,,Agree,,,,Yes,Agree,,,Agree,,,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,,Yes,"Blackboard,Kaltura",Agree,,,Agree,,,,,,,,,Agree,Agree,Agree,,No,,,Agree,Agree,,Agree,Somewhat disagree,Somewhat agree,Agree,,,,,
